,sound,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
154,sounds/asr-spanish-v1-carlfm01/audios\005c0317-500a-41d1-9a49-a6871408aeae.wav,9,0,2.53,2.53,3.557312252964427,3.557312252964427,0.2811111111111111
155,sounds/asr-spanish-v1-carlfm01/audios\005cad13-b57f-4295-a002-20c627ed3967.wav,18,0,3.21,3.21,5.607476635514018,5.607476635514018,0.17833333333333334
156,sounds/asr-spanish-v1-carlfm01/audios\005cc675-2ee4-408c-bf41-0b7011c20c88.wav,14,0,2.85,2.85,4.912280701754386,4.912280701754386,0.20357142857142857
157,sounds/asr-spanish-v1-carlfm01/audios\005db66d-f75a-48b6-a645-5c2d768bbce5.wav,12,0,3.12,3.12,3.846153846153846,3.846153846153846,0.26
158,sounds/asr-spanish-v1-carlfm01/audios\005df762-553a-4bb9-bc3b-65725938c2e1.wav,7,0,2.27,2.27,3.0837004405286343,3.0837004405286343,0.3242857142857143
159,sounds/asr-spanish-v1-carlfm01/audios\00601bde-94bd-408d-a1f8-69a32aa30905.wav,9,0,1.69,1.69,5.325443786982249,5.325443786982249,0.18777777777777777
160,sounds/asr-spanish-v1-carlfm01/audios\006092b0-c5de-460b-8ec0-a0d996034a5b.wav,27,0,4.67,4.67,5.781584582441114,5.781584582441114,0.17296296296296296
161,sounds/asr-spanish-v1-carlfm01/audios\00618af3-ad9c-42b4-8bbd-90b0538718dd.wav,30,1,6.2,6.2,4.838709677419355,5.319148936170213,0.18800000000000003
162,sounds/asr-spanish-v1-carlfm01/audios\00623cfb-5100-4415-aa69-06ec74050055.wav,22,1,5.39,5.39,4.081632653061225,4.451639012545528,0.22463636363636363
163,sounds/asr-spanish-v1-carlfm01/audios\00626d59-8ac6-4a01-ac5c-c8b74117a074.wav,33,3,7.95,7.95,4.150943396226415,5.196850393700787,0.19242424242424244
164,sounds/asr-spanish-v1-carlfm01/audios\0063494e-65ce-47d2-ac18-61b2947fcb64.wav,17,0,3.22,3.22,5.279503105590062,5.279503105590062,0.18941176470588236
165,sounds/asr-spanish-v1-carlfm01/audios\0063a369-eaa2-411f-9854-57f708129c24.wav,10,0,1.99,1.99,5.025125628140704,5.025125628140704,0.199
166,sounds/asr-spanish-v1-carlfm01/audios\0064addb-b543-40f4-9a06-e3b1212d29cd.wav,17,0,3.25,3.25,5.230769230769231,5.230769230769231,0.19117647058823528
167,sounds/asr-spanish-v1-carlfm01/audios\00659431-5a93-42b3-a0c8-74e2ea9aac35.wav,10,0,2.32,2.32,4.310344827586207,4.310344827586207,0.23199999999999998
168,sounds/asr-spanish-v1-carlfm01/audios\0065fc39-a063-421c-ae7a-c8611afb375e.wav,18,1,4.04,4.04,4.455445544554456,4.966887417218543,0.20133333333333334
169,sounds/asr-spanish-v1-carlfm01/audios\00668700-b7f6-4205-9aad-ace8384f2d0a.wav,11,0,2.08,2.08,5.288461538461538,5.288461538461538,0.1890909090909091
170,sounds/asr-spanish-v1-carlfm01/audios\0066dcf2-372d-45ce-8b07-00875247228d.wav,18,1,4.97,4.97,3.6217303822937628,3.9249890972525083,0.25477777777777777
171,sounds/asr-spanish-v1-carlfm01/audios\0067dadc-e8d5-48d8-b224-3c35fcb1d4df.wav,7,0,1.4,1.4,5.0,5.0,0.19999999999999998
172,sounds/asr-spanish-v1-carlfm01/audios\0068d117-0528-49c5-b222-7b204528ef9a.wav,13,0,2.59,2.59,5.01930501930502,5.01930501930502,0.1992307692307692
173,sounds/asr-spanish-v1-carlfm01/audios\006962e9-3ef5-4992-9af8-7850b084620d.wav,22,0,3.79,3.79,5.804749340369393,5.804749340369393,0.17227272727272727
174,sounds/asr-spanish-v1-carlfm01/audios\0069bbb0-e4d6-45f3-8c1e-542b58bfdd79.wav,13,0,2.7,2.7,4.814814814814815,4.814814814814815,0.2076923076923077
175,sounds/asr-spanish-v1-carlfm01/audios\006a32d9-3346-4c83-87c6-93aca82cd8bf.wav,32,1,10.84,10.84,2.952029520295203,3.142183817753338,0.31825000000000003
176,sounds/asr-spanish-v1-carlfm01/audios\006b6cfa-d303-4ead-95db-2914af0c5b00.wav,16,0,3.13,3.13,5.111821086261981,5.111821086261981,0.195625
177,sounds/asr-spanish-v1-carlfm01/audios\006c57be-ad03-4cbf-9dec-70375e03b9db.wav,5,0,1.48,1.48,3.3783783783783785,3.3783783783783785,0.296
178,sounds/asr-spanish-v1-carlfm01/audios\006c866b-a11c-443d-aece-25c476b7d460.wav,16,0,4.82,4.82,3.3195020746887964,3.3195020746887964,0.30125
179,sounds/asr-spanish-v1-carlfm01/audios\006e59c0-223c-45b2-a735-142e2800435b.wav,10,0,1.81,1.81,5.524861878453039,5.524861878453039,0.181
180,sounds/asr-spanish-v1-carlfm01/audios\006e9096-06f2-4f98-a4a0-818b7d503e2a.wav,28,4,8.82,8.82,3.1746031746031744,4.519044544867657,0.22128571428571428
181,sounds/asr-spanish-v1-carlfm01/audios\006eb1a0-3b78-4c79-bd7e-0dd4c210ec45.wav,8,0,1.35,1.35,5.925925925925926,5.925925925925926,0.16875
182,sounds/asr-spanish-v1-carlfm01/audios\006ecb61-0fed-45ef-a580-1f66673e6083.wav,30,1,5.74,5.74,5.2264808362369335,5.651846269781462,0.17693333333333333
183,sounds/asr-spanish-v1-carlfm01/audios\006f51b7-8ffd-4a61-91d8-df6d25bb979a.wav,24,1,4.85,4.85,4.948453608247423,5.7887120115774255,0.17274999999999996
184,sounds/asr-spanish-v1-carlfm01/audios\006f68b3-ca76-4596-88d1-38c36e758b99.wav,17,1,4.33,4.33,3.9260969976905313,4.647348277747403,0.2151764705882353
185,sounds/asr-spanish-v1-carlfm01/audios\00714ee3-ce90-4ffc-b8c3-7082b8ffb1ab.wav,7,0,1.83,1.83,3.8251366120218577,3.8251366120218577,0.26142857142857145
186,sounds/asr-spanish-v1-carlfm01/audios\007172a1-35a2-462d-9926-afeb8600513e.wav,24,2,5.61,5.61,4.27807486631016,5.822416302765647,0.17175000000000004
187,sounds/asr-spanish-v1-carlfm01/audios\0072b284-0378-4984-9847-79e986fd833a.wav,15,1,2.65,2.65,5.660377358490567,6.573181419807186,0.15213333333333334
188,sounds/asr-spanish-v1-carlfm01/audios\0072c83e-2d2e-4802-8834-509f732d679c.wav,32,2,6.42,6.42,4.984423676012461,6.019563581640331,0.166125
189,sounds/asr-spanish-v1-carlfm01/audios\00738919-7a68-4cf5-b5fb-78a62c5f8428.wav,21,0,4.4,4.4,4.7727272727272725,4.7727272727272725,0.20952380952380953
190,sounds/asr-spanish-v1-carlfm01/audios\0073f13a-f9a8-4352-a3f2-03fbfb0dd020.wav,11,0,2.51,2.51,4.382470119521913,4.382470119521913,0.22818181818181815
191,sounds/asr-spanish-v1-carlfm01/audios\0076268b-4af5-4f79-b3e3-5eb39fad9503.wav,13,0,2.62,2.62,4.961832061068702,4.961832061068702,0.20153846153846156
192,sounds/asr-spanish-v1-carlfm01/audios\0076492f-0fdc-4067-8961-b287d0a61a82.wav,36,1,7.14,7.14,5.042016806722689,5.418422636965683,0.18455555555555556
193,sounds/asr-spanish-v1-carlfm01/audios\0076793b-1ffe-482f-9f52-997bd9d6a3eb.wav,10,0,2.44,2.44,4.098360655737705,4.098360655737705,0.244
194,sounds/asr-spanish-v1-carlfm01/audios\0076971f-9fc7-4bb4-9a3f-3cd48ff97c0f.wav,11,1,3.64,3.64,3.021978021978022,3.4119106699751858,0.2930909090909091
195,sounds/asr-spanish-v1-carlfm01/audios\0078f45f-2fdf-493e-baa0-cefea472b3a3.wav,28,0,5.04,5.04,5.555555555555555,5.555555555555555,0.18
196,sounds/asr-spanish-v1-carlfm01/audios\0079696e-5dd2-4620-88b8-2df143d84c7c.wav,15,0,3.37,3.37,4.451038575667655,4.451038575667655,0.22466666666666668
197,sounds/asr-spanish-v1-carlfm01/audios\0079937e-cc88-4c49-b6bb-cd1a2a4935c4.wav,23,0,3.95,3.95,5.822784810126582,5.822784810126582,0.17173913043478262
198,sounds/asr-spanish-v1-carlfm01/audios\007a6fd0-94ee-4ab0-9526-31a31c8779f3.wav,14,1,3.81,3.81,3.674540682414698,4.778156996587031,0.2092857142857143
199,sounds/asr-spanish-v1-carlfm01/audios\007af669-6381-489b-9b86-bf86f19ffc89.wav,7,0,1.54,1.54,4.545454545454545,4.545454545454545,0.22
200,sounds/asr-spanish-v1-carlfm01/audios\007b28d6-d7a4-470b-a73e-0dd043b71ea1.wav,12,0,2.73,2.73,4.395604395604396,4.395604395604396,0.2275
201,sounds/asr-spanish-v1-carlfm01/audios\007b7637-9595-4afc-8952-8e67277a55b7.wav,23,0,3.68,3.68,6.25,6.25,0.16
202,sounds/asr-spanish-v1-carlfm01/audios\007c59a2-6e3d-4a72-b98a-17db656698a3.wav,10,0,2.51,2.51,3.9840637450199208,3.9840637450199208,0.251
203,sounds/asr-spanish-v1-carlfm01/audios\007c625e-777e-44b6-a43b-53336b8480c3.wav,7,0,2.09,2.09,3.349282296650718,3.349282296650718,0.29857142857142854
204,sounds/asr-spanish-v1-carlfm01/audios\007d14c4-8eee-4880-b95c-bf66989e704d.wav,29,1,6.25,6.25,4.64,5.184125849124062,0.19289655172413794
205,sounds/asr-spanish-v1-carlfm01/audios\007d6113-10d5-441d-be6f-9f49075600b3.wav,26,1,5.25,5.25,4.9523809523809526,6.10758750293634,0.1637307692307692
206,sounds/asr-spanish-v1-carlfm01/audios\007dca88-c266-4df1-8e62-97f7e212e2fb.wav,14,1,3.11,3.11,4.501607717041801,6.660323501427213,0.15014285714285713
207,sounds/asr-spanish-v1-carlfm01/audios\007dcc60-4b2b-4731-8683-7d09ca2aaf78.wav,7,0,1.65,1.65,4.242424242424242,4.242424242424242,0.2357142857142857
208,sounds/asr-spanish-v1-carlfm01/audios\007f12e2-144d-4204-8bc1-e03aa32c0cf8.wav,12,0,2.28,2.28,5.2631578947368425,5.2631578947368425,0.18999999999999997
209,sounds/asr-spanish-v1-carlfm01/audios\00804aff-7577-4597-bbd6-cd992a38e9d8.wav,23,0,5.31,5.31,4.3314500941619585,4.3314500941619585,0.2308695652173913
210,sounds/asr-spanish-v1-carlfm01/audios\0080876f-9cc1-4269-bb3d-335f47af4853.wav,12,0,2.31,2.31,5.194805194805195,5.194805194805195,0.1925
211,sounds/asr-spanish-v1-carlfm01/audios\0080ca0d-1546-4736-8aa5-493a180cb2e5.wav,9,1,2.47,2.47,3.643724696356275,4.451038575667655,0.22466666666666668
212,sounds/asr-spanish-v1-carlfm01/audios\00820871-6513-4297-8904-1628b70f9444.wav,12,0,2.16,2.16,5.555555555555555,5.555555555555555,0.18000000000000002
213,sounds/asr-spanish-v1-carlfm01/audios\0082e6a8-6621-49b1-a945-bddabc0401b6.wav,7,0,1.41,1.41,4.964539007092199,4.964539007092199,0.20142857142857143
214,sounds/asr-spanish-v1-carlfm01/audios\0082ee9a-78e9-44fa-b5ed-799b471b5b55.wav,32,2,6.98,6.98,4.584527220630372,5.315614617940198,0.18812500000000004
215,sounds/asr-spanish-v1-carlfm01/audios\008302b5-1f02-4e0f-81ae-48bb2a47a655.wav,8,0,1.5,1.5,5.333333333333333,5.333333333333333,0.1875
216,sounds/asr-spanish-v1-carlfm01/audios\00841f49-e5fc-4ef9-8a39-8277654b7d74.wav,22,1,4.91,4.91,4.480651731160896,4.895416110369382,0.20427272727272727
217,sounds/asr-spanish-v1-carlfm01/audios\0084368e-6f19-495d-a17e-4f080df97749.wav,11,0,2.51,2.51,4.382470119521913,4.382470119521913,0.22818181818181815
218,sounds/asr-spanish-v1-carlfm01/audios\0084ce45-03e4-45c4-b088-fea6f53b3e11.wav,12,1,2.86,2.86,4.195804195804196,5.0761421319796955,0.19699999999999998
219,sounds/asr-spanish-v1-carlfm01/audios\008559ba-40a4-4162-aecd-a1a4b4c561aa.wav,19,0,3.22,3.22,5.900621118012422,5.900621118012422,0.16947368421052633
220,sounds/asr-spanish-v1-carlfm01/audios\0085b25e-a5bf-48f8-a7ef-4ff2526e34c0.wav,15,0,3.08,3.08,4.87012987012987,4.87012987012987,0.20533333333333334
221,sounds/asr-spanish-v1-carlfm01/audios\008603a9-0539-4b01-aa70-dc3bf17139e7.wav,11,0,2.61,2.61,4.21455938697318,4.21455938697318,0.23727272727272727
222,sounds/asr-spanish-v1-carlfm01/audios\00875a1a-a703-49ae-9049-4cac3bd0a800.wav,6,0,1.63,1.63,3.6809815950920246,3.6809815950920246,0.27166666666666667
223,sounds/asr-spanish-v1-carlfm01/audios\00882d3f-4260-484e-8516-7e3ad6d7d522.wav,20,2,5.19,5.19,3.8535645472061653,4.8007681228996635,0.2083
224,sounds/asr-spanish-v1-carlfm01/audios\0088479e-48e7-49bd-930b-f7be2702ae6e.wav,9,0,1.85,1.85,4.864864864864865,4.864864864864865,0.20555555555555557
225,sounds/asr-spanish-v1-carlfm01/audios\00897ea3-5fca-4a49-9631-b46fa8051b67.wav,15,0,3.14,3.14,4.777070063694267,4.777070063694267,0.20933333333333334
226,sounds/asr-spanish-v1-carlfm01/audios\008a6cc3-3321-419c-873c-3c9e0db5dbba.wav,10,0,2.21,2.21,4.524886877828054,4.524886877828054,0.221
227,sounds/asr-spanish-v1-carlfm01/audios\008ab52f-8e46-4605-a859-780d52cba725.wav,13,0,2.65,2.65,4.90566037735849,4.90566037735849,0.20384615384615384
228,sounds/asr-spanish-v1-carlfm01/audios\008c0306-ec37-4ec3-bbf2-61f3e736bf45.wav,26,1,5.25,5.25,4.9523809523809526,5.378568473314026,0.1859230769230769
229,sounds/asr-spanish-v1-carlfm01/audios\008c0784-a83e-4d15-bcf7-a91f3820aef8.wav,10,0,2.7,2.7,3.7037037037037033,3.7037037037037033,0.27
230,sounds/asr-spanish-v1-carlfm01/audios\008c7641-b372-462d-8058-47d63d3a353d.wav,7,0,1.59,1.59,4.40251572327044,4.40251572327044,0.22714285714285715
231,sounds/asr-spanish-v1-carlfm01/audios\008d9768-e1bf-4974-a688-ee0eef583e4d.wav,29,2,5.61,5.61,5.16934046345811,6.413091552410438,0.15593103448275863
232,sounds/asr-spanish-v1-carlfm01/audios\008d9cb6-f088-40fc-9e69-a8363d7e75b9.wav,31,1,6.51,6.51,4.761904761904762,5.354058721934369,0.1867741935483871
233,sounds/asr-spanish-v1-carlfm01/audios\008de351-fa3c-4ef8-89a3-aeba9cccf667.wav,12,0,2.28,2.28,5.2631578947368425,5.2631578947368425,0.18999999999999997
234,sounds/asr-spanish-v1-carlfm01/audios\008e3773-3871-4ddd-8711-5ca19acead52.wav,20,0,3.32,3.32,6.024096385542169,6.024096385542169,0.16599999999999998
235,sounds/asr-spanish-v1-carlfm01/audios\008ef6eb-e468-44ea-a202-17bde20d8552.wav,36,2,8.19,8.19,4.395604395604396,4.957312035251997,0.20172222222222222
236,sounds/asr-spanish-v1-carlfm01/audios\008fbecf-2a0f-4af9-9cec-0c6ca9700419.wav,13,0,2.71,2.71,4.797047970479705,4.797047970479705,0.20846153846153845
237,sounds/asr-spanish-v1-carlfm01/audios\008fd844-0a71-4c4a-ac28-ccfcc9a62ca4.wav,25,1,4.5,4.5,5.555555555555555,6.145526057030483,0.16271999999999998
238,sounds/asr-spanish-v1-carlfm01/audios\0091156a-a61b-4228-91c5-f727f1c82871.wav,14,0,2.5,2.5,5.6,5.6,0.17857142857142858
239,sounds/asr-spanish-v1-carlfm01/audios\00922d9f-2534-4e30-a29e-63eea83ee8c6.wav,18,1,4.46,4.46,4.0358744394618835,4.468718967229393,0.2237777777777778
240,sounds/asr-spanish-v1-carlfm01/audios\00931e69-26ca-4aa8-a596-6f4425a71af3.wav,32,2,7.18,7.18,4.456824512534819,4.953560371517027,0.20187500000000003
241,sounds/asr-spanish-v1-carlfm01/audios\009338cd-3969-4c98-b004-486bb878c1e6.wav,14,0,2.19,2.19,6.392694063926941,6.392694063926941,0.15642857142857142
242,sounds/asr-spanish-v1-carlfm01/audios\00934eca-c669-42fb-8f46-1cca5165a318.wav,10,0,2.25,2.25,4.444444444444445,4.444444444444445,0.225
243,sounds/asr-spanish-v1-carlfm01/audios\00957395-0dff-444c-acd4-d1deb8f93a0b.wav,17,0,3.44,3.44,4.941860465116279,4.941860465116279,0.2023529411764706
244,sounds/asr-spanish-v1-carlfm01/audios\00957d3b-a264-47fc-bc3f-b5fefb1959c0.wav,14,0,4.05,4.05,3.4567901234567904,3.4567901234567904,0.28928571428571426
245,sounds/asr-spanish-v1-carlfm01/audios\0095f9d6-98e6-4a09-a307-c65809b11475.wav,14,0,2.48,2.48,5.645161290322581,6.4338235294117645,0.15542857142857144
246,sounds/asr-spanish-v1-carlfm01/audios\0096c9c1-3593-422b-bb0c-66dd91879427.wav,18,0,3.75,3.75,4.8,4.8,0.20833333333333334
247,sounds/asr-spanish-v1-carlfm01/audios\00977585-32a7-4673-b269-08c0e113a2e9.wav,22,0,5.11,5.11,4.305283757338551,4.305283757338551,0.2322727272727273
248,sounds/asr-spanish-v1-carlfm01/audios\00982636-b3e3-498d-85ac-a6e775b151d9.wav,23,0,4.26,4.26,5.39906103286385,5.39906103286385,0.1852173913043478
249,sounds/asr-spanish-v1-carlfm01/audios\009892a6-d481-4b56-a54b-8e4d3f06feb0.wav,10,0,2.27,2.27,4.405286343612334,4.405286343612334,0.227
250,sounds/asr-spanish-v1-carlfm01/audios\009aa695-fb3b-4eaa-8607-bdb71f030141.wav,18,0,4.27,4.27,4.215456674473068,4.215456674473068,0.2372222222222222
251,sounds/asr-spanish-v1-carlfm01/audios\009b45f6-5398-4c7f-b3aa-cf65d4edb45d.wav,24,2,6.36,6.36,3.773584905660377,4.219409282700422,0.23700000000000002
252,sounds/asr-spanish-v1-carlfm01/audios\009b9469-a1eb-4ebf-a10b-e6fcaa237218.wav,17,0,3.22,3.22,5.279503105590062,5.279503105590062,0.18941176470588236
253,sounds/asr-spanish-v1-carlfm01/audios\009b9c65-070e-40df-9df2-756d4f347ecb.wav,9,0,1.65,1.65,5.454545454545455,5.454545454545455,0.18333333333333332
254,sounds/asr-spanish-v1-carlfm01/audios\009d185a-da9b-417c-9e14-2da510c97021.wav,39,2,7.5,7.5,5.2,5.99262446220037,0.16687179487179485
255,sounds/asr-spanish-v1-carlfm01/audios\009dacc6-c8c2-4510-a206-f303ce69cb56.wav,9,0,2.3,2.3,3.91304347826087,3.91304347826087,0.25555555555555554
256,sounds/asr-spanish-v1-carlfm01/audios\00a05016-fcfb-4400-a627-47bbb263dfcf.wav,16,0,2.86,2.86,5.594405594405595,6.274509803921569,0.159375
257,sounds/asr-spanish-v1-carlfm01/audios\00a1156c-323d-4f2b-953d-887e8117045b.wav,14,0,2.6,2.6,5.384615384615384,6.194690265486725,0.16142857142857145
258,sounds/asr-spanish-v1-carlfm01/audios\00a1d55b-88d6-46d4-a04f-92525527a2e8.wav,7,0,1.54,1.54,4.545454545454545,4.545454545454545,0.22
259,sounds/asr-spanish-v1-carlfm01/audios\00a3320c-b29d-4ece-8970-835e8a4fb48d.wav,16,0,4.37,4.37,3.6613272311212812,3.6613272311212812,0.273125
260,sounds/asr-spanish-v1-carlfm01/audios\00a3e803-569b-45f7-aaf9-859f8fcdcdd7.wav,12,1,3.15,3.15,3.8095238095238098,5.323868677905945,0.18783333333333332
261,sounds/asr-spanish-v1-carlfm01/audios\00a436df-253e-4af7-a177-5efe41e761b4.wav,15,0,2.49,2.49,6.024096385542168,6.024096385542168,0.166
262,sounds/asr-spanish-v1-carlfm01/audios\00a5658b-dc6f-4648-8f67-69e1ae000958.wav,26,2,6.04,6.04,4.304635761589404,4.887218045112783,0.2046153846153846
263,sounds/asr-spanish-v1-carlfm01/audios\00a58fdc-52fd-480d-9205-24bff1222ab5.wav,10,1,3.34,3.34,2.9940119760479043,3.4770514603616136,0.28759999999999997
264,sounds/asr-spanish-v1-carlfm01/audios\00a7645f-4924-4ce4-a166-fe9544663cb9.wav,14,0,2.98,2.98,4.697986577181208,4.697986577181208,0.21285714285714286
265,sounds/asr-spanish-v1-carlfm01/audios\00a7c8ef-1a57-427c-a264-4bb62445ba43.wav,16,0,2.64,2.64,6.0606060606060606,6.0606060606060606,0.165
266,sounds/asr-spanish-v1-carlfm01/audios\00a8e184-9ea8-4ef1-9965-114e2524496a.wav,19,1,4.13,4.13,4.600484261501211,5.072076882007475,0.19715789473684212
267,sounds/asr-spanish-v1-carlfm01/audios\00a9c211-eb15-4cb2-8dc2-6a37aefdecb7.wav,16,0,3.42,3.42,4.678362573099415,4.678362573099415,0.21375
268,sounds/asr-spanish-v1-carlfm01/audios\00a9cd2a-2deb-46cc-9e57-8122038913f4.wav,9,0,1.81,1.81,4.972375690607735,4.972375690607735,0.20111111111111113
269,sounds/asr-spanish-v1-carlfm01/audios\00aaa172-6f9c-4659-a70e-c5741d545008.wav,5,0,1.35,1.35,3.7037037037037033,3.7037037037037033,0.27
270,sounds/asr-spanish-v1-carlfm01/audios\00aaee7d-79da-411c-a490-c3117329c36a.wav,26,1,5.41,5.41,4.805914972273567,5.108055009823182,0.1957692307692308
271,sounds/asr-spanish-v1-carlfm01/audios\00abff9a-8631-4e0a-838c-dc5fb56df93f.wav,11,0,2.12,2.12,5.188679245283018,5.188679245283018,0.19272727272727275
272,sounds/asr-spanish-v1-carlfm01/audios\00ac1082-7ee5-445e-ac52-90de766c2fe7.wav,32,1,5.73,5.73,5.5846422338568935,6.021829130598419,0.16606250000000003
273,sounds/asr-spanish-v1-carlfm01/audios\00adcb46-36c9-4b74-b893-8c3b281fe9de.wav,5,0,0.83,0.83,6.024096385542169,6.024096385542169,0.16599999999999998
274,sounds/asr-spanish-v1-carlfm01/audios\00aeb9f7-5092-4b68-ab7a-3a9a1bd7326a.wav,14,0,3.14,3.14,4.45859872611465,4.45859872611465,0.22428571428571428
275,sounds/asr-spanish-v1-carlfm01/audios\00aeead5-e1c9-400c-8b30-13a518ebaa51.wav,6,0,1.67,1.67,3.5928143712574854,3.5928143712574854,0.2783333333333333
276,sounds/asr-spanish-v1-carlfm01/audios\00aefa3b-c973-45c4-a4ab-1a923423c53c.wav,23,0,3.62,3.62,6.3535911602209945,6.3535911602209945,0.15739130434782608
277,sounds/asr-spanish-v1-carlfm01/audios\00af5677-9c8a-49f9-af29-cad7e268389d.wav,15,0,2.99,2.99,5.016722408026755,5.016722408026755,0.19933333333333333
278,sounds/asr-spanish-v1-carlfm01/audios\00af60fb-8a4d-4e24-9b75-d40bac78ccc2.wav,21,1,5.33,5.33,3.9399624765478425,5.248687828042987,0.1905238095238096
279,sounds/asr-spanish-v1-carlfm01/audios\00afa0b8-5b77-4a99-938f-e1574f822ab2.wav,14,2,4.1,4.1,3.414634146341464,4.672897196261683,0.21399999999999997
280,sounds/asr-spanish-v1-carlfm01/audios\00b02c90-089c-4b39-a2dc-32b604688428.wav,11,0,2.14,2.14,5.14018691588785,5.14018691588785,0.19454545454545455
281,sounds/asr-spanish-v1-carlfm01/audios\00b05094-ad4f-4252-b5de-137a7474e31c.wav,13,0,2.22,2.22,5.8558558558558556,5.8558558558558556,0.17076923076923078
282,sounds/asr-spanish-v1-carlfm01/audios\00b0901f-507c-466b-95bc-3372a3bf58ca.wav,7,0,1.65,1.65,4.242424242424242,4.242424242424242,0.2357142857142857
283,sounds/asr-spanish-v1-carlfm01/audios\00b13137-d777-4b54-b2d2-47f0887b2562.wav,6,0,1.36,1.36,4.411764705882352,4.411764705882352,0.22666666666666668
284,sounds/asr-spanish-v1-carlfm01/audios\00b2091f-e7ab-42fc-9ff8-06da85a39fbe.wav,8,0,2.18,2.18,3.6697247706422016,3.6697247706422016,0.2725
285,sounds/asr-spanish-v1-carlfm01/audios\00b2de0d-766d-4706-9af0-edd439236a12.wav,12,0,2.64,2.64,4.545454545454545,4.545454545454545,0.22
286,sounds/asr-spanish-v1-carlfm01/audios\00b48216-2e13-43fc-b21a-696f131a9dc2.wav,28,2,6.44,6.44,4.3478260869565215,4.9928673323823105,0.20028571428571432
287,sounds/asr-spanish-v1-carlfm01/audios\00b5d9fd-281e-4a5c-863b-35acb82b0100.wav,42,1,8.38,8.38,5.011933174224343,5.348955680081508,0.18695238095238095
288,sounds/asr-spanish-v1-carlfm01/audios\00b8ae8a-3185-4f7b-89d4-228c14cae515.wav,25,1,5.82,5.82,4.29553264604811,4.964257347100873,0.20144
289,sounds/asr-spanish-v1-carlfm01/audios\00ba524e-1fa9-4b79-8568-8d6c8842a746.wav,6,0,1.94,1.94,3.0927835051546393,3.0927835051546393,0.3233333333333333
290,sounds/asr-spanish-v1-carlfm01/audios\00ba55e0-71bd-4255-8999-65b2e5839664.wav,16,0,3.4,3.4,4.705882352941177,4.705882352941177,0.2125
291,sounds/asr-spanish-v1-carlfm01/audios\00ba6a4c-bff3-4051-9ad9-9d8625e1a51c.wav,17,0,3.75,3.75,4.533333333333333,4.533333333333333,0.22058823529411764
292,sounds/asr-spanish-v1-carlfm01/audios\00bc40d5-3f7b-40bf-af01-e4d92685fce3.wav,34,1,6.51,6.51,5.22273425499232,5.50696469063816,0.18158823529411766
293,sounds/asr-spanish-v1-carlfm01/audios\00bc5b60-d762-4d5f-ac32-0ce068371561.wav,24,1,5.08,5.08,4.724409448818897,5.145797598627787,0.19433333333333333
294,sounds/asr-spanish-v1-carlfm01/audios\00bc72c7-813d-4eca-acdb-ddff462b2407.wav,11,2,3.33,3.33,3.303303303303303,4.941599281221923,0.20236363636363636
295,sounds/asr-spanish-v1-carlfm01/audios\00bd408d-fa20-469f-ae7d-8180bce33220.wav,22,1,4.75,4.75,4.631578947368421,5.002273760800364,0.1999090909090909
296,sounds/asr-spanish-v1-carlfm01/audios\00bd7afe-5285-49f6-8a7f-1cdf8849320b.wav,33,2,6.28,6.28,5.254777070063694,6.039531478770131,0.1655757575757576
297,sounds/asr-spanish-v1-carlfm01/audios\00bd9197-2076-493c-99e3-7cc8005eefc2.wav,11,0,2.85,2.85,3.8596491228070176,3.8596491228070176,0.2590909090909091
298,sounds/asr-spanish-v1-carlfm01/audios\00be6f72-9d4a-4f67-a9b2-ce88113b9d9a.wav,12,0,1.85,1.85,6.486486486486486,6.486486486486486,0.15416666666666667
299,sounds/asr-spanish-v1-carlfm01/audios\00be7261-88a7-44de-929d-6d219b92ad89.wav,9,0,1.82,1.82,4.945054945054945,4.945054945054945,0.20222222222222222
300,sounds/asr-spanish-v1-carlfm01/audios\00be851d-2be5-4b39-ad62-a018e5179c18.wav,8,0,2.19,2.19,3.6529680365296806,4.294149221685454,0.232875
